"sdate","id","depth","density","Chl_a_Holm-Hansen_F","Phaeo_Holm-HansenF","Chl_int","Phaeo_int","Chl_int_50m","Phaeo_int_50m","doy","NO2NO3_Tech_F","SiO4_Tech_F","PO4_Tech_F"
"22-Nov-2000",230673,20,23.1847,1.155645,0.47836125,NA,NA,NA,NA,NA,1.186,2.4445,0.411
"22-Nov-2000",230672,30,23.1888,0.4788,0.379575,NA,NA,NA,NA,NA,1.79,2.7045,0.4625
"22-Nov-2000",230671,40,23.8235,0.152685,0.16540875,NA,NA,NA,NA,NA,6.962,6.463,0.876
"22-Nov-2000",230670,50,23.8235,0.1755,0.131625,NA,NA,NA,NA,NA,8.9695,8.576,1.0345
"22-Nov-2000",230669,75,25.7611,0.128115,0.13294125,NA,NA,NA,NA,NA,10.502,10.253,1.117
"22-Nov-2000",230668,100,26.0274,0.05256,0.09864,NA,NA,NA,NA,NA,12.878,13.973,1.2515
"22-Nov-2000",230667,140,26.4477,0.02952,0.09558,NA,NA,NA,NA,NA,14.69,14.1475,1.242
"08-Dec-2000",213399,5,23.6167,0.63,0.33075,42.46605,29.84191875,32.55525,18.829125,343,3.1725,4.6085,0.6015
"08-Dec-2000",213398,10,23.6095,0.6741,0.38115,NA,NA,NA,NA,NA,3.1615,4.667,0.6145
"08-Dec-2000",213397,20,23.6094,0.6867,0.376425,NA,NA,NA,NA,NA,3.1145,4.757,0.652
"08-Dec-2000",213396,30,23.6103,0.693,0.401625,NA,NA,NA,NA,NA,3.3585,4.7435,0.622
"08-Dec-2000",213395,40,23.6204,0.7056,0.389025,NA,NA,NA,NA,NA,3.4735,5.1345,0.641
"08-Dec-2000",213394,50,23.8992,0.3843,0.363825,NA,NA,NA,NA,NA,3.9915,5.5095,0.6895
"08-Dec-2000",213393,75,25.6038,0.078975,0.09871875,NA,NA,NA,NA,NA,9.1265,8.4295,1.0455
"08-Dec-2000",213392,100,25.9747,0.07371,0.075465,NA,NA,NA,NA,NA,12.079,12.8085,1.2365
"08-Dec-2000",213391,140,26.3196,0.036855,0.07722,NA,NA,NA,NA,NA,14.3505,16.117,1.3095
