"sdate","stime","vessel","id","depth","Chl_a_Holm-Hansen_F","Phaeo_Holm-HansenF","Chl_int","Phaeo_int","Chl_int_50m","Phaeo_int_50m","gmt_doy","O2_Electrode","o2_ml","o2_um","NO2NO3_Tech_F","SiO4_Tech_F","PO4_Tech_F","Salinity_Sal_PSS","gmt_doy","NO2NO3_Tech_F_int>50m","SiO4_Tech_F_int>50m","PO4_Tech_F_int>50m"
"03-Sep-2003","13:52","SAMBRO",188571,1,0.457911240310078,0.168162209302326,79.8021063953488,46.5086668604651,59.0135662790698,29.229938372093,246,99.2257472724533,5.603,250.5,0.013,0.6255,0.211,31.225,NA,NA,NA,NA
"03-Sep-2003","13:52","SAMBRO",188572,5,0.487645736434109,0.191709593023256,NA,NA,NA,NA,NA,NA,NA,NA,0,0.6225,0.1955,NA,NA,NA,NA,NA
"03-Sep-2003","13:52","SAMBRO",188573,10,0.46980503875969,0.231851162790697,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,0.619,0.1985,NA,NA,NA,NA,NA
"03-Sep-2003","13:52","SAMBRO",188574,20,1.52428790697674,0.763637834302326,NA,NA,NA,NA,NA,NA,NA,NA,0,1.0025,0.306,NA,NA,NA,NA,NA
"03-Sep-2003","13:52","SAMBRO",188575,30,1.81875261627907,0.979267238372093,NA,NA,NA,NA,NA,NA,NA,NA,0.3895,1.1835,0.4225,NA,NA,NA,NA,NA
"03-Sep-2003","13:52","SAMBRO",188576,40,1.69750244186047,0.747129505813954,NA,NA,NA,NA,NA,93.8066301431659,7.05,314.5,1.4765,2.1375,0.5615,32.155,NA,NA,NA,NA
"03-Sep-2003","13:52","SAMBRO",188577,50,0.303291860465116,0.244705813953488,NA,NA,NA,NA,NA,NA,NA,NA,3.303,3.075,0.727,NA,NA,NA,NA,NA
"03-Sep-2003","13:52","SAMBRO",188578,75,0.261663565891473,0.217769476744186,NA,NA,NA,NA,NA,NA,NA,NA,7.4795,6.652,0.9365,NA,NA,NA,NA,NA
"03-Sep-2003","13:52","SAMBRO",188579,100,0.29734496124031,0.205323837209302,NA,NA,NA,NA,NA,NA,NA,NA,10.4175,8.947,1.0655,NA,NA,NA,NA,NA
"03-Sep-2003","13:52","SAMBRO",188580,140,0.0396045736434109,0.105132209302326,NA,NA,NA,NA,NA,53.6591751831114,3.6435,163,16.632,18.203,1.4,34.083,NA,NA,NA,NA
"16-Sep-2003","13:12","SAMBRO",188581,1,0.386548449612403,0.200590988372093,47.4048639534884,35.1607186046512,40.4568441860465,22.1375380813953,259,98.2161145664599,5.463,244,0.0565,0.781,0.131,30.26,NA,NA,NA,NA
"16-Sep-2003","13:12","SAMBRO",188582,5,0.386548449612403,0.185515988372093,NA,NA,NA,NA,NA,NA,NA,NA,0.029,0.732,0.1395,NA,NA,NA,NA,NA
"16-Sep-2003","13:12","SAMBRO",188583,10,0.392495348837209,0.224897965116279,NA,NA,NA,NA,NA,NA,NA,NA,0,0.8115,0.1205,NA,NA,NA,NA,NA
"16-Sep-2003","13:12","SAMBRO",188584,20,1.54160936046512,0.790527688953488,NA,NA,NA,NA,NA,NA,NA,NA,0,0.928,0.3475,NA,NA,NA,NA,NA
"16-Sep-2003","13:12","SAMBRO",188585,30,1.26446610465116,0.557879389534884,NA,NA,NA,NA,NA,NA,NA,NA,0.3845,1.219,0.442,NA,NA,NA,NA,NA
"16-Sep-2003","13:12","SAMBRO",188586,40,0.606250872093023,0.480103037790698,NA,NA,NA,NA,NA,91.4201108595655,6.9545,310.5,2.7965,3.2065,0.693,32.226,NA,NA,NA,NA
"16-Sep-2003","13:12","SAMBRO",188587,50,0.0981504651162791,0.145821453488372,NA,NA,NA,NA,NA,NA,NA,NA,5.8815,5.239,0.865,NA,NA,NA,NA,NA
"16-Sep-2003","13:12","SAMBRO",188588,75,0.11536984496124,0.176917848837209,NA,NA,NA,NA,NA,NA,NA,NA,9.5505,9.1525,1.028,NA,NA,NA,NA,NA
"16-Sep-2003","13:12","SAMBRO",188589,100,0.0671555813953489,0.154449941860465,NA,NA,NA,NA,NA,NA,NA,NA,10.755,10.5375,1.084,NA,NA,NA,NA,NA
"16-Sep-2003","13:12","SAMBRO",188590,140,0.0327168217054264,0.0878921511627907,NA,NA,NA,NA,NA,50.9089690654005,3.3795,151,17.712,19.083,1.401,34.343,NA,NA,NA,NA
"19-Oct-2003","17:53","HUDSON",267310,3,0.986527255639098,0.41000117481203,49.9812373120301,34.9677004229323,39.9955230263158,20.4905575657895,292,98.0907387844452,5.934,265,0,0.378,0.1955,31.199,NA,NA,NA,NA
"19-Oct-2003","17:53","HUDSON",267309,10,1.00514097744361,0.48765155075188,NA,NA,NA,NA,NA,NA,NA,NA,0.0075,0.4755,0.235,NA,NA,NA,NA,NA
"19-Oct-2003","17:53","HUDSON",267308,20,1.56355263157895,0.641694078947368,NA,NA,NA,NA,NA,NA,NA,NA,0.036,0.323,0.199,NA,NA,NA,NA,NA
"19-Oct-2003","17:53","HUDSON",267307,30,0.619508458646616,0.404980968045113,NA,NA,NA,NA,NA,NA,NA,NA,1.679,2.1915,0.558,NA,NA,NA,NA,NA
"19-Oct-2003","17:53","HUDSON",267306,40,0.231642293233083,0.219111090225564,NA,NA,NA,NA,NA,NA,NA,NA,7.945,6.6435,0.9305,NA,NA,NA,NA,NA
"19-Oct-2003","17:53","HUDSON",267305,50,0.182195488721805,0.22006015037594,NA,NA,NA,NA,NA,81.2804445357316,6.208,277.5,8.5135,7.548,0.952,32.747,NA,NA,NA,NA
"19-Oct-2003","17:53","HUDSON",267304,60,0.16818045112782,0.206593984962406,NA,NA,NA,NA,NA,NA,NA,NA,9.2025,8.567,1.0425,NA,NA,NA,NA,NA
"19-Oct-2003","17:53","HUDSON",267303,80,0.145406015037594,0.194836466165414,NA,NA,NA,NA,NA,NA,NA,NA,8.785,7.9265,0.9645,NA,NA,NA,NA,NA
"19-Oct-2003","17:53","HUDSON",267302,100,0.101609022556391,0.14487969924812,NA,NA,NA,NA,NA,NA,NA,NA,10.723,8.6165,1.0785,NA,NA,NA,NA,NA
"19-Oct-2003","17:53","HUDSON",267301,158,0.029781954887218,0.101740601503759,NA,NA,NA,NA,NA,53.6276205256419,3.5565,159,17.009,17.378,1.461,34.334,NA,NA,NA,NA
"24-Oct-2003","02:12","HUDSON",267519,5,0.949299812030075,0.493762922932331,36.9202077067669,24.9601889097744,30.1579520676692,15.9540140977444,297,97.5057660159628,5.9095,264,0.2785,0.259,0.176,NA,NA,NA,NA,NA
"24-Oct-2003","02:12","HUDSON",267518,10,0.781119360902256,0.373456437969925,NA,NA,NA,NA,NA,NA,NA,NA,0.2715,0.2965,0.1605,NA,NA,NA,NA,NA
"24-Oct-2003","02:12","HUDSON",267517,20,0.754184210526316,0.337198026315789,NA,NA,NA,NA,NA,NA,NA,NA,0.274,0.363,0.163,NA,NA,NA,NA,NA
"24-Oct-2003","02:12","HUDSON",267516,30,0.533315977443609,0.32216405075188,NA,NA,NA,NA,NA,NA,NA,NA,0.722,1.151,0.336,NA,NA,NA,NA,NA
"24-Oct-2003","02:12","HUDSON",267515,40,0.339382894736842,0.198094736842105,NA,NA,NA,NA,NA,NA,NA,NA,2.31,2.374,0.531,NA,NA,NA,NA,NA
"24-Oct-2003","02:12","HUDSON",267514,50,0.182195488721805,0.17506015037594,NA,NA,NA,NA,NA,NA,NA,NA,5.148,3.7565,0.712,NA,NA,NA,NA,NA
"24-Oct-2003","02:12","HUDSON",267513,60,0.147157894736842,0.139144736842105,NA,NA,NA,NA,NA,NA,NA,NA,6.504,5.0195,0.7965,NA,NA,NA,NA,NA
"24-Oct-2003","02:12","HUDSON",267512,80,0.0420451127819549,0.0831484962406015,NA,NA,NA,NA,NA,NA,NA,NA,10.1675,7.8865,0.968,NA,NA,NA,NA,NA
"24-Oct-2003","02:12","HUDSON",267511,100,0.0560601503759399,0.0876146616541354,NA,NA,NA,NA,NA,NA,NA,NA,11.1325,8.6425,1.0125,NA,NA,NA,NA,NA
"24-Oct-2003","02:12","HUDSON",267510,159,NA,NA,NA,NA,NA,NA,NA,53.8963976369174,3.5755,159.5,15.433,15.142,1.215,NA,NA,NA,NA,NA
"31-Oct-2003","08:09","HUDSON",267841,5,1.10857302325581,0.579323197674418,54.2365530523255,41.4458931322674,48.0058003391473,29.8167742369186,304,97.0263164823156,5.994,267.5,0,0.6165,0.2285,31.245,NA,NA,NA,NA
"31-Oct-2003","08:09","HUDSON",267840,10,1.09125156976744,0.618296468023256,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4645,0.2135,NA,NA,NA,NA,NA
"31-Oct-2003","08:09","HUDSON",267839,20,1.10857302325581,0.601277572674419,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.654,0.222,NA,NA,NA,NA,NA
"31-Oct-2003","08:09","HUDSON",267838,30,1.16053738372093,0.703901511627907,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.659,0.2625,NA,NA,NA,NA,NA
"31-Oct-2003","08:09","HUDSON",267837,40,0.7448225,0.607404375,NA,NA,NA,NA,NA,NA,NA,NA,0.9575,1.5245,0.487,NA,NA,NA,NA,NA
"31-Oct-2003","08:09","HUDSON",267836,50,0.273557364341085,0.341758430232558,NA,NA,NA,NA,NA,91.5394367637938,6.7175,300,3.8935,2.4005,0.71,32.626,NA,NA,NA,NA
"31-Oct-2003","08:09","HUDSON",267835,60,0.178406976744186,0.261884302325581,NA,NA,NA,NA,NA,NA,NA,NA,6.17,3.613,0.787,NA,NA,NA,NA,NA
"31-Oct-2003","08:09","HUDSON",267834,80,0.0361606976744186,0.104150930232558,NA,NA,NA,NA,NA,NA,NA,NA,12.584,10.649,1.129,NA,NA,NA,NA,NA
"31-Oct-2003","08:09","HUDSON",267833,100,0.0292729457364341,0.0781808720930233,NA,NA,NA,NA,NA,NA,NA,NA,14.8995,13.719,1.2545,NA,NA,NA,NA,NA
"31-Oct-2003","08:09","HUDSON",267832,145,NA,NA,NA,NA,NA,NA,NA,54.7659602975733,3.595,160.5,17.2405,15.6,1.3725,34.486,NA,NA,NA,NA
"12-Nov-2003","12:53","HUDSON",267851,5,1.14321593023256,0.567239781976744,49.1395278585271,38.461465443314,43.1912084786822,25.0898715479651,315,96.5845991430019,6.223,278,0.317,1.3805,0.2825,31.134,NA,NA,NA,NA
"12-Nov-2003","12:53","HUDSON",267850,10,1.0566086627907,0.49865363372093,NA,NA,NA,NA,NA,NA,NA,NA,0.2755,1.2655,0.2685,NA,NA,NA,NA,NA
"12-Nov-2003","12:53","HUDSON",267849,20,1.03928720930233,0.559581279069768,NA,NA,NA,NA,NA,NA,NA,NA,0.317,1.3625,0.2815,NA,NA,NA,NA,NA
"12-Nov-2003","12:53","HUDSON",267848,30,1.07393011627907,0.569452238372093,NA,NA,NA,NA,NA,NA,NA,NA,0.275,1.515,0.271,NA,NA,NA,NA,NA
"12-Nov-2003","12:53","HUDSON",267847,40,0.440070542635659,0.426891279069767,NA,NA,NA,NA,NA,NA,NA,NA,2.118,2.713,0.465,NA,NA,NA,NA,NA
"12-Nov-2003","12:53","HUDSON",267846,50,0.231929069767442,0.307284593023256,NA,NA,NA,NA,NA,90.8519419800786,6.432,287.5,5.489,5.418,0.831,32.511,NA,NA,NA,NA
"12-Nov-2003","12:53","HUDSON",267845,60,0.129145348837209,0.148105465116279,NA,NA,NA,NA,NA,NA,NA,NA,7.354,6.8605,0.883,NA,NA,NA,NA,NA
"12-Nov-2003","12:53","HUDSON",267844,85,0.0464923255813953,0.14201476744186,NA,NA,NA,NA,NA,NA,NA,NA,9.7915,9.7275,1.0445,NA,NA,NA,NA,NA
"12-Nov-2003","12:53","HUDSON",267843,100,0.0430484496124031,0.138850988372093,NA,NA,NA,NA,NA,NA,NA,NA,9.961,10.0055,1.068,NA,NA,NA,NA,NA
"12-Nov-2003","12:53","HUDSON",267842,150,0.0315096899224806,0.130388197674419,NA,NA,NA,NA,NA,74.8365945169356,5.5045,246,11.4285,11.289,1.1705,33.202,NA,NA,NA,NA
"22-Dec-2003","05:07","HUDSON",268336,5,0.262781954887218,0.169240601503759,27.7138609022556,19.4195004699248,13.2284436090226,7.29181437969925,356,93.7920977959317,6.9115,308.5,3.763,5.169,0.6575,NA,NA,NA,NA,NA
"22-Dec-2003","05:07","HUDSON",268335,10,0.252270676691729,0.152390977443609,NA,NA,NA,NA,NA,NA,NA,NA,3.735,5.0285,0.651,NA,NA,NA,NA,NA
"22-Dec-2003","05:07","HUDSON",268334,20,0.273293233082707,0.11409022556391,NA,NA,NA,NA,NA,NA,NA,NA,3.716,5.0715,0.652,NA,NA,NA,NA,NA
"22-Dec-2003","05:07","HUDSON",268333,30,0.262781954887218,0.160240601503759,NA,NA,NA,NA,NA,NA,NA,NA,3.7805,5.105,0.654,NA,NA,NA,NA,NA
"22-Dec-2003","05:07","HUDSON",268332,40,0.282227819548872,0.142193656015038,NA,NA,NA,NA,NA,NA,NA,NA,3.757,5.09,0.6615,NA,NA,NA,NA,NA
"22-Dec-2003","05:07","HUDSON",268331,50,0.236503759398496,0.142866541353384,NA,NA,NA,NA,NA,NA,NA,NA,3.778,5.094,0.6595,NA,NA,NA,NA,NA
"22-Dec-2003","05:07","HUDSON",268330,60,0.199714285714286,0.144642857142857,NA,NA,NA,NA,NA,NA,NA,NA,4.134,5.4275,0.6705,NA,NA,NA,NA,NA
"22-Dec-2003","05:07","HUDSON",268329,80,0.39864022556391,0.223896992481203,NA,NA,NA,NA,NA,NA,NA,NA,5.586,5.713,0.702,NA,NA,NA,NA,NA
"22-Dec-2003","05:07","HUDSON",268328,100,0.0466875939849624,0.0953154135338346,NA,NA,NA,NA,NA,NA,NA,NA,10.345,11.146,1.0515,NA,NA,NA,NA,NA
"22-Dec-2003","05:07","HUDSON",268327,159,NA,NA,NA,NA,NA,NA,NA,71.9687688774048,5.212,232.5,11.8655,12.428,1.1035,NA,NA,NA,NA,NA
