"sdate","stime","vessel","id","depth","Chl_a_Holm-Hansen_F","Phaeo_Holm-HansenF","Chl_int","Phaeo_int","Chl_int_50m","Phaeo_int_50m","gmt_doy","O2_Electrode","o2_ml","o2_um","NO2NO3_Tech_F","SiO4_Tech_F","PO4_Tech_F","NH3_Tech_F","NO2_Tech_F","Salinity_Sal_PSS"
"17-Oct-2005","19:35","HUDSON",294503,75,0.0872154838709677,0.0893189161290323,NA,NA,NA,NA,NA,NA,NA,NA,6.8745,7.304,1.064,0.164,0.0735,NA
"17-Oct-2005","19:35","HUDSON",294502,100,0.0282167741935484,0.0560744258064516,NA,NA,NA,NA,NA,NA,NA,NA,9.8205,9.843,1.1915,0.2395,0.062,NA
"17-Oct-2005","19:35","HUDSON",294501,150,0.00641290322580645,0.0333470967741936,NA,NA,NA,NA,NA,59.0780175593629,3.9505,176.5,13.981,13.564,1.444,0.3375,0.079,NA
"28-Oct-2005","00:22","HUDSON",294743,1,1.41217548387097,0.338922116129032,48.457215483871,24.621919316129,44.594615483871,14.981617316129,301,97.183593229997,6.0405,269.5,0.719,1.7465,0.3485,0.2,0.1155,NA
"28-Oct-2005","00:22","HUDSON",294742,5,1.33007225806452,0.298855741935484,NA,NA,NA,NA,NA,NA,NA,NA,0.7325,1.6875,0.361,0.4985,0.1155,NA
"28-Oct-2005","00:22","HUDSON",294741,10,1.28081032258065,0.348117677419355,NA,NA,NA,NA,NA,NA,NA,NA,0.719,1.7825,0.386,0.2645,0.1155,NA
"28-Oct-2005","00:22","HUDSON",294740,20,1.24796903225806,0.319874167741936,NA,NA,NA,NA,NA,NA,NA,NA,0.6775,1.692,0.361,0.306,0.12,NA
"28-Oct-2005","00:22","HUDSON",294739,30,0.897878709677419,0.340012490322581,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.6405,0.366,0.2285,0.1245,NA
"28-Oct-2005","00:22","HUDSON",294738,40,0.28354064516129,0.27314415483871,NA,NA,NA,NA,NA,95.2938754206949,5.871,262,1.3285,2.3625,0.517,0.4995,0.2045,NA
"28-Oct-2005","00:22","HUDSON",294737,50,0.0945605161290323,0.135761883870968,NA,NA,NA,NA,NA,NA,NA,NA,4.012,4.4905,0.924,0.4305,0.1465,NA
"28-Oct-2005","00:22","HUDSON",294736,75,0.048738064516129,0.135748335483871,NA,NA,NA,NA,NA,NA,NA,NA,7.763,8.788,1.1945,0.5185,0.0825,NA
"28-Oct-2005","00:22","HUDSON",294735,100,0.030781935483871,0.096450064516129,NA,NA,NA,NA,NA,NA,NA,NA,9.29,10.4275,1.3035,0.2535,0.073,NA
"28-Oct-2005","00:22","HUDSON",294734,140,0.0230864516129032,0.0707471483870968,NA,NA,NA,NA,NA,73.0940734303551,5.2815,235.5,10.867,12.449,1.3775,0.444,0.0915,NA
